"synsetid","sampleid","sample"
"100317709","1","until then\, front line troops will be supplied by airdrop"
"100318186","1","it came by the first post"
"100318186","2","if you hurry you'll catch the post"
"100318391","1","he accepted service of the subpoena"
"100318567","1","the relay was successful"
"100319312","1","the backpacking of oxygen is essential for astronauts"
"100319939","1","the culprit started to run and the cop took off in pursuit"
"100323262","1","she needed a fix of chocolate"
"100325110","1","it was a difficult climb to the top"
"100325502","1","reaching the crest was a real clamber"
"100327366","1","they expected the drop would be successful"
"100327510","1","he landed on the bed with a great flop"
"100328015","1","they set out on their return to the base camp"
"100328502","1","his slide didn't stop until the bottom of the hill"
"100328502","2","the children lined up for a coast down the snowy slope"
"100328885","1","the knots allowed no slippage"
"100330035","1","the traffic advanced at a crawl"
"100330674","1","he initiated deceleration by braking"
"100331102","1","the transplant did not flower until the second year"
"100331102","2","too frequent transplanting is not good for families"
"100331102","3","she returned to Alabama because she could not bear transplantation"
"100331655","1","his constant shifting disrupted the class"
"100331950","1","the reflex motion of his eyebrows revealed his surprise"
"100331950","2","movement is a sign of life"
"100331950","3","an impatient move of his hand"
"100331950","4","gastrointestinal motility"
"100334711","1","I could tell from their headshakes that they didn't believe me"
"100334935","1","he warned me with a jab with his finger"
"100334935","2","he made a thrusting motion with his fist"
"100335384","1","an inclination of his head indicated his agreement"
"100336274","1","he gave me a short bob of acknowledgement"
"100336805","1","the kick must be synchronized with the arm movements"
"100336805","2","the swimmer's kicking left a wake behind him"
"100337210","1","the pitching and tossing was quite exciting"
"100338641","1","the ray of light revealed his cautious opening of the door"
"100339173","1","the company is looking for stability after years of musical chairs with directors"
"100339173","2","shareholders don't want the company playing musical chairs with their investment"
"100339907","1","he wrote a textbook on the electrical effects of transposition"
"100340192","1","she drove but well but her reckless passing of every car on the road frightened me"
"100340662","1","the gambler demanded a reshuffle"
"100341695","1","the retraction of the landing gear"
"100341695","2","retraction of the foreskin"
"100342028","1","the rotation of the dancer kept time with the music"
"100342916","1","the golfer went to the driving range to practice his pivot"
"100343249","1","he gave the crank a spin"
"100343249","2","it broke off after much twisting"
"100344259","1","he read the mystery at one sitting"
"100344421","1","he wanted his portrait painted but couldn't spare time for the sitting"
"100344699","1","he gave his fingers a snap"
"100345149","1","a sweep of his arm"
"100345454","1","with a quick twist of his head he surveyed the room"
"100345641","1","he put the key in the old clock and gave it a good wind"
"100345817","1","a toss of his head"
"100346095","1","a wave of settlers"
"100346095","2","troops advancing in waves"
"100346532","1","he made an abrupt turn away from her"
"100347490","1","constant stirring prevents it from burning on the bottom of the pan"
"100347853","1","vigorous worrying finally loosened the saw"
"100348312","1","he was badly bruised by the upset of his sled at a high speed"
"100348953","1","the outreach toward truth of the human spirit"
"100349520","1","the number of keystrokes was used as a measure of work"
"100350030","1","he took a turn to the right"
"100350380","1","a diversion from the main highway"
"100350380","2","a digression into irrelevant details"
"100350380","3","a deflection from his goal"
"100351000","1","take a right at the corner"
"100351168","1","take a left at the corner"
"100352331","1","the mayor proposed extensive cuts in the city budget"
"100353100","1","the new administration's large tax cut was highly controversial"
"100353249","1","the object being control or moderation of economic depressions"
"100353611","1","the doctor prescribed the tapering of the dose"
"100354342","1","the adoption of their amendments would have amounted to an evisceration of the act"
"100354884","1","he asked the nurse for relief from the constant pain"
"100357023","1","he gave her cheek a playful squeeze"
"100358528","1","the expression of milk from her breast"
"100358702","1","an unexpected extrusion of toothpaste from the bottom of the tube"
"100358702","2","the expulsion of pus from the pimple"
"100358931","1","the dress needs shortening"
"100359238","1","the barber gave him a good cut"
"100360757","1","he complained about the subtraction of money from their paychecks"
"100361041","1","the government's weekly bite from my paycheck"
"100361333","1","laws enforcing noise abatement"
"100362862","1","the etiolation of the critical tradition"
"100363052","1","the cutting of whiskey with water"
